,t,G,Gp,Gt,Il,Ip,I1,Id,Qsto1,Qsto2,Qgut,X,SRsH,H,XH,Isc1,Isc2,Hsc1,Hsc2,D_1,t_1,D_2,t_2,D_3,t_3,pump_iob_0,pump_elapsed_0,pump_iob_1,pump_elapsed_1,pump_iob_2,pump_elapsed_2,pump_iob_3,pump_elapsed_3,pump_iob
0,0.0,130.0,193.7,141.65189873417722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,93.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,130.0000255379118,193.70003805148858,141.65189918781837,0.0,0.0,0.0,0.0,23754.112786201007,345.9158974262321,0.6709874985961044,0.0,13.949998090337706,93.00315809250853,0.0008753531349801106,0.0,0.0,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.519999980926514
2,2.0,130.0027991754911,193.70417077148173,141.64987615443297,0.1690225861738939,0.5271173283204995,0.047766917880348946,0.047766917880348946,46019.13855837834,2132.9818999478057,49.10562587336112,0.5917907406901497,13.94996391545963,93.00517153921103,0.0018779158725730424,395.16129420101635,6.480645224896672,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.519999980926514
3,3.0,130.02125560507073,193.7316708515554,141.63882545583317,0.5030693639560567,0.8677022494955902,0.16342401448442564,0.16342401448442564,44779.981042168634,4110.172838981147,191.08641405327876,1.9688924163686727,13.949718726847449,93.0051966885419,0.002827841563467288,388.03441013416756,12.727528442827207,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,120.0,0.0,0.0,0.0,0.0,0.0,0.0,4.519999980926514
4,4.0,130.0686499297598,193.8022883953421,141.61550262130055,0.8890535202441371,1.1548330195516272,0.32904846207445715,0.32904846207445715,42761.27830631443,5913.514670633492,416.08410419596885,3.855670554886117,13.949067273982186,93.00428069748662,0.0035839359477306994,381.03606254068086,18.746973133677315,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,180.0,0.0,0.0,0.0,0.0,0.0,0.0,4.519999980926514
5,5.0,130.1556001817924,193.93184427087067,141.5797108404382,1.2926890402399838,1.425753021271797,0.539228472691098,0.539228472691098,40818.691198397864,7545.614689845039,714.005853418653,6.149275702306502,13.947897445603674,93.00248816050606,0.004091390053568983,374.16393345931135,24.545150825203514,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,240.0,0.0,0.0,0.0,0.0,0.0,0.0,4.519999980926514
6,6.0,130.29040933090099,194.13270990304247,141.53285996828427,1.7024748918995654,1.6904184395986688,0.7920050838086028,0.7920050838086028,38964.08255992703,9018.325800928335,1075.4431800406771,8.79665010721405,13.946173201636654,92.99952954513424,0.004312550739774151,367.41574658391824,30.128084708048988,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,300.0,0.0,0.0,0.0,0.0,0.0,0.0,4.519999980926514
7,7.0,130.47938803893504,194.4142881780132,141.4773568380352,2.113671587804495,1.9510582270309051,1.0863041698701879,1.0863041698701879,37193.734119380766,10343.02181859629,1491.6706308409327,11.759596077322488,13.943906946655089,92.99508761762279,0.004251215817001307,360.78926662443496,35.501652671579656,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,360.0,0.0,0.0,0.0,0.0,0.0,0.0,4.519999980926514
8,8.0,130.72713621297933,194.7834329573392,141.4162638217352,2.5236633409548683,2.2077921984068603,1.4212138925553506,1.4212138925553506,35503.82314881347,11530.465341208595,1954.5879421712941,15.004869395931234,13.941135923541228,92.98889629710453,0.003985437665852666,354.28229904156785,40.67158973336893,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,420.0,0.0,0.0,0.0,0.0,0.0,0.0,4.519999980926514
9,9.0,131.03678849634457,195.2448148595534,141.35306350288425,2.9306184237791935,2.46021368536636,1.7957944954354237,1.7957944954354237,33890.695109252345,12590.862701463491,2456.6568165790322,18.501472797944924,13.937907595044534,92.98075976181822,0.003622097613798047,347.89268910430457,45.64349214876746,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,480.0,0.0,0.0,0.0,0.0,0.0,0.0,4.519999980926514
10,10.0,131.4102102712298,195.8012133041324,141.29147861953962,3.3330862227901394,2.707835194224351,2.209035643356704,2.209035643356704,32350.861675230564,13533.919178012939,2990.8416676413767,22.219972289387098,13.934271758207501,92.97055213861869,0.0032344914061853084,341.6183207668121,50.422820652755455,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,540.0,0.0,0.0,0.0,0.0,0.0,0.0,4.519999980926514
11,11.0,131.84817360478246,196.45377867112586,141.23532457601743,3.729861798371886,2.9502080342182713,2.6598557054319496,2.6598557054319496,30880.992310218015,14368.903196026591,3550.5426047168544,26.132351204527623,13.930276661298416,92.95820917184616,0.002859041505335198,335.45711524001234,55.01490500527812,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,600.0,0.0,0.0,0.0,0.0,0.0,0.0,4.519999980926514
12,12.0,132.3504983406137,197.20224252751444,141.18839027213275,4.119931876927828,3.1869489704314504,3.1471114637374487,3.1471114637374487,29477.907477779463,15104.710420695534,4129.52898574415,30.212010845714833,13.925967340023101,92.9437180403479,0.0025114299469469587,329.4070307166871,59.42494622513779,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,660.0,0.0,0.0,0.0,0.0,0.0,0.0,4.515989780426025
13,13.0,132.91616790271132,198.0450901750399,141.15434001062636,4.502445026116099,3.417741385227808,3.6696097039056115,3.6696097039056115,28138.572141994973,15749.93044405336,4721.871512002377,34.433792780568034,13.921385142623416,92.9271072753651,0.0021972603068204184,323.46606220919745,63.65801863842153,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,720.0,0.0,0.0,0.0,0.0,0.0,0.0,4.509422779083252
14,14.0,133.5434223017851,198.97969922965981,141.13663249075879,4.876690482055077,3.6423298180287977,4.2261184389452255,4.2261184389452255,26860.089829523215,16312.912229651298,5321.876500929104,38.773996122442796,13.916567863482955,92.90843776474755,0.001917318807214071,317.6322414675623,67.71907148640953,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,780.0,0.0,0.0,0.0,0.0,0.0,0.0,4.502208709716797
15,15.0,134.22982941260818,200.0024458247862,141.13845540869093,5.242080724319964,3.86051321919169,4.81537654448762,4.81537654448762,25639.695995865866,16801.82727252692,5924.024584769368,43.21037344487171,13.911550170639504,92.88779525685511,0.0016701094654528622,311.90363610534035,71.61293231826173,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,840.0,0.0,0.0,0.0,0.0,0.0,0.0,4.494359016418457
16,16.0,134.97233797871797,201.10878358828978,141.1626718665085,5.598136441242599,4.072138447239466,5.436101972903468,5.436101972903468,24474.751285353297,17224.721546868583,6522.922115497361,47.7221110078194,13.906364173261487,92.86528435725438,0.0014531131307108178,306.27834836955833,75.34431115471432,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,900.0,0.0,0.0,0.0,0.0,0.0,0.0,4.485885143280029
17,17.0,135.76731962032315,202.2933062342815,141.21177506718297,5.944473514101656,4.277094414939428,6.086999450215659,6.086999450215659,23362.736222315423,17589.540856490516,7113.278573080192,52.2898068408018,13.901039995818211,92.84102383345527,0.0012634321634350692,300.75451475288554,78.91780253016002,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,960.0,0.0,0.0,0.0,0.0,0.0,0.0,4.476799011230469
18,18.0,136.61060471795892,203.5498010297588,141.28785159657278,6.2807914411988275,4.475306833052351,6.766767071915184,6.766767071915184,22301.245853076536,17904.121185789092,7689.919141746966,56.89543702448536,13.895606315317174,92.8151430890325,0.001098124517201583,295.3303054181325,82.33788799289378,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,4.467111110687256
19,19.0,137.49752018806652,204.87130508021912,141.39255212624784,6.606863053872085,4.666733529087297,7.474102000798621,7.474102000798621,21287.98454377583,18176.131344401227,8247.84404681878,61.52231408296741,13.890090826575335,92.78777958276012,0.0009543744176628275,290.00392357369424,85.60893870620242,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,4.456833362579346
20,20.0,138.4229384111611,206.25017823263005,141.52706984209365,6.9225253784115175,4.851360286521088,8.207705399577643,8.207705399577643,20320.76098089373,18412.961205347812,8782.340086856322,66.15503937497886,13.88452058152546,92.75907698030171,0.0008295743495177078,284.7736048556075,88.73521802123248,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,4.445976257324219
21,21.0,139.38134539276845,207.678204635225,141.6921272208229,7.227671548961227,5.0291971641533895,8.966286688591598,8.966286688591598,19397.483423952162,18621.560450872345,9289.138304991973,70.77945168902532,13.87892217455621,92.72918380349547,0.0007213582449814778,279.6376167339039,91.720883960644,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,4.434550762176514
22,22.0,140.3669337942797,209.14673135347675,141.88797261863348,7.522243639118337,5.200275236358725,9.748567207702811,9.748567207702811,18516.15517727866,18808.248249120094,9764.596542169491,75.38257302217706,13.873321750348987,92.69825235370068,0.0006276076885774628,274.59425793383457,94.56999163996058,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4225687980651855
23,23.0,141.37372119536857,210.64684458109917,142.11438820686237,7.806226310040177,5.364643707686542,10.553283350332151,10.553283350332151,17674.870269155486,18978.528043947605,10205.872506379472,79.9525525605863,13.86774482937765,92.6664377030393,0.0005464434769821866,269.64185786938697,97.28649563230202,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,4.410040378570557
24,24.0,142.39568754609184,212.16957444367682,142.37071035415443,8.079641184058358,5.522367360128857,11.379189230614179,11.379189230614179,16871.80932799975,19136.946655100874,10611.048836378463,84.47860971299122,13.86221597294384,92.63389658357254,0.00047620964085592487,264.7787760876718,99.8742522799562,0.0,0.0,50000.0,0.0,100000.0,240.0,100000.0,660.0,4.519999980926514,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,4.396976947784424
