,t,D1,D2,S1,S2,Q1,Q2,I,x1,x2,x3,C
793,793.0,1.075040674928221e-32,2.3463596190911986e-31,0.00017817374446811766,0.0027471419988508586,245.49472635153253,2.120451148540273,4.9138395328959804e-05,0.0005223847182775047,5.6165930548376924e-08,5.832664122324408e-06,21.779199850908977
794,794.0,1.0484976538351846e-32,2.291048776285194e-31,0.00017496349842491293,0.002700826556382718,245.60317257876744,2.1087741220378886,4.831051211010181e-05,0.0005192612988404687,5.5221573038619e-08,5.735159419508212e-06,21.789398928555226
795,795.0,1.0226099866792796e-32,2.2370388502481e-31,0.00017181109301730643,0.0026552882855451682,245.71121941105636,2.097157178432327,4.749650985445274e-05,0.000516156538600349,5.429301229273859e-08,5.639274844526653e-06,21.79956038236103
796,796.0,9.97361492603211e-33,2.1842993190131744e-31,0.0001687154861010763,0.002610514216355086,245.81886837282988,2.0856000537009582,4.669615711749207e-05,0.0005130703263592171,5.337998564142455e-08,5.5449836689087206e-06,21.809684355412262
797,797.0,9.72736390259239e-33,2.1328003747538236e-31,0.0001656756543088442,0.002566491593909197,245.92612098298181,2.0741024844664513,4.590922628862076e-05,0.0005100025515773016,5.248223475254545e-08,5.452259601405539e-06,21.81977099028609
798,798.0,9.487192879451861e-33,2.082512907125448e-31,0.0001626905927117633,0.002523207874844123,246.03297875488252,2.062664208002005,4.5135493528139696e-05,0.0005069531043691682,5.1599505560129736e-08,5.361076780911817e-06,21.829820429052006
799,799.0,9.25295173983983e-33,2.0334084869945394e-31,0.00015975931448730188,0.0024806507238541676,246.1394431963919,2.051284962236466,4.437473870525471e-05,0.0005039218754999196,5.073154819449706e-08,5.271409769500422e-06,21.839832813272878
800,800.0,9.02449407340752e-33,1.9854593505460445e-31,0.00015688085059301256,0.0024388080102659155,246.24551580987298,2.0399644857593255,4.362674533709126e-05,0.0005009087563814166,4.9878116913522475e-08,5.183233545568351e-06,21.849808284006066
801,801.0,8.801677084715543e-33,1.9386383837602496e-31,0.00015405424944617936,0.0023976678046687214,246.3511980922049,2.028702517825607,4.289130052870278e-05,0.0004979136390685199,4.903897003501522e-08,5.096523497092279e-06,21.859746981804456
802,802.0,8.584361503980859e-33,1.892919107250618e-31,0.00015127857660923705,0.0023572183756001954,246.45649153479675,2.017498798360635,4.2168194914056724e-05,0.0004949364162553527,4.821386987019442e-08,5.011255414992024e-06,21.869649046717555
803,803.0,8.372411500027382e-33,1.8482756614542195e-31,0.00014855291448085802,0.0023174481862857765,246.5613976236006,2.0063530679646937,4.145722259798214e-05,0.0004919769812715842,4.740258265824382e-08,4.927405486600183e-06,21.879514618292617
804,804.0,8.165694595385893e-33,1.8046827921665898e-31,0.00014587636199260524,0.0022783458914315546,246.66591783912534,1.9952650679175759,4.075818109906383e-05,0.0004890352280787327,4.6604878501928637e-08,4.844950289236296e-06,21.889343835575716
805,805.0,7.964081583490142e-33,1.762115836413033e-31,0.00014324803431105078,0.002239900334069447,246.77005365645013,1.9842345401830226,4.0070871293467436e-05,0.0004861110512664898,4.5820531304257216e-08,4.763866783883872e-06,21.899136837112863
806,806.0,7.767446447917404e-33,1.7205507086485795e-31,0.00014066706254526137,0.0022021005424539045,246.87380654523818,1.9732612274130548,3.9395097359680666e-05,0.00048320434604906423,4.504931870617092e-08,4.6841323089686724e-06,21.908893760951145
807,807.0,7.575666283623008e-33,1.6799638872789712e-31,0.00013813259345955424,0.002164935727009308,246.9771779697503,1.9623448729521966,3.873066672415571e-05,0.0004803150082615467,4.42910220252456e-08,4.605724574236645e-06,21.918614744639807
808,808.0,7.388621220119595e-33,1.6403324014952461e-31,0.0001356437891914287,0.0021283952773272345,247.0801693888588,1.9514852208415976,3.807739000783846e-05,0.0004774429343562944,4.354542619538861e-08,4.52862165472994e-06,21.92829992523142
809,809.0,7.206194346553123e-33,1.6016338184146496e-31,0.0001331998269745795,0.0020924687592127947,247.18278225606122,1.9406820158230464,3.7435080973570144e-05,0.00047458802139933523,4.2812319707515225e-08,4.4528019848594585e-06,21.93794943928303
810,810.0,7.028271638628739e-33,1.563846230520764e-31,0.0001307998988669009,0.0020571459117792353,247.2850180194942,1.929935003342886,3.680355647434729e-05,0.0004717501670667926,4.209149455118883e-08,4.378244352572417e-06,21.94756342285725
811,811.0,6.8547418873409e-33,1.5269482433959378e-31,0.00012844321148339197,0.002022416644590037,247.38687812194755,1.9192439295558257,3.6182636402426275e-05,0.0004689292696413294,4.1382746157209486e-08,4.304927893613433e-06,21.957142011523473
812,812.0,6.68549662946313e-33,1.4909189637392104e-31,0.00012612898573387312,0.001988271034847737,247.48836400087797,1.9086085413286547,3.557214363925856e-05,0.000466125228008612,4.06858733411353e-08,4.232832085877621e-06,21.966685340359007
813,813.0,6.520430079754034e-33,1.4557379876631449e-31,0.0001238564565654296,0.001954699324628715,247.58947708842328,1.898028586243857,3.4971904006243596e-05,0.0004633379416537942,4.0000678247722196e-08,4.161936743854299e-06,21.97619354395023
814,814.0,6.359439064837132e-33,1.421385389263068e-31,0.00012162487270949469,0.0019216919181632053,247.69021881141649,1.887503812603128,3.438174621628575e-05,0.00046056731065801965,3.9326966296266695e-08,4.09222201315983e-06,21.985666756393776
815,815.0,6.202422958713279e-33,1.3878417094524346e-31,0.00011943349643349015,0.0018892393791598054,247.79059059139965,1.877033969430797,3.3801501826142697e-05,0.0004578132356949453,3.8664546126837834e-08,4.023668365158217e-06,21.99510511129771
816,816.0,6.04928361986521e-33,1.3550879450581068e-31,0.00011728160329694137,0.0018573324281737442,247.89059384463826,1.8666188064771527,3.323100518955204e-05,0.00045507561802728266,3.801322954738329e-08,3.9562565916680366e-06,22.004508741782715
817,817.0,5.8999253299150636e-33,1.3231055381695478e-31,0.00011516848191198679,0.001825961940018225,247.99022998213553,1.8562580742216797,3.2670093411123967e-05,0.0004523543595033595,3.737283148169612e-08,3.889967799754387e-06,22.01387778048328
818,818.0,5.75425473379644e-33,1.2918763657360272e-31,0.00011309343370820238,0.0017951189412181267,248.08950040964618,1.8459515238761963,3.2118606300987395e-05,0.0004496493625536999,3.6743169918228195e-08,3.824783406604453e-06,22.023212359548893
819,819.0,5.6121807814036126e-33,1.2613827294060848e-31,0.00011105577270166319,0.0017647946075053857,248.18840652769123,1.8356989073879078,3.1576386330177346e-05,0.0004469605301876239,3.612406585973652e-08,3.760685134485417e-06,22.032512610645227
