,t,D1,D2,S1,S2,Q1,Q2,I,x1,x2,x3,C
1202,1202.0,7.860122659371677e-05,0.001181914762300377,620.4121546747871,622.1258770958402,9.32425706358112,17.985031442731458,8.80939547394996,0.14899000499645484,0.007352160649659415,0.4830090243209383,0.6735260918001686
1203,1203.0,7.666062797523301e-05,0.0011546506555905256,609.2341799701021,621.9934094567033,9.39063016218606,18.054555076546908,8.80255992485339,0.14836845535772458,0.007344512757325376,0.48226717179265843,0.6788976773824927
1204,1204.0,7.476794023696471e-05,0.0011280123531692673,598.2575971484322,621.6637718889572,9.456923242278563,18.123171354044572,8.796180414751323,0.14775042252709827,0.007336996438357178,0.4815371433332115,0.6842652878090971
1205,1205.0,7.29219801470532e-05,0.001101985567946747,587.4787762496704,621.144113830429,9.52313371335704,18.190884371533716,8.78984723512622,0.14713589291522708,0.007329615599585453,0.48081896317331363,0.6896287442163507
1206,1206.0,7.112159383624127e-05,0.0010765563386231866,576.8941532833481,620.4413903819132,9.589259250610636,18.25769826952307,8.783216270476109,0.14652484150977463,0.007322355989484379,0.48011207746821666,0.6949878661593085
1207,1207.0,6.936562703765196e-05,0.0010517106269494596,620.1765791682534,620.0496092852712,9.65529857085698,18.32361823398596,8.776314469304156,0.14591723371882875,0.007315193875332417,0.47941561012293443,0.7003424820296407
1208,1208.0,6.765304767495797e-05,0.001027435978054918,609.002848879761,619.9503438487826,9.721250398377585,18.388647452335896,8.770006760970332,0.14531306026387467,0.007308131787527353,0.47872952640505095,0.7056924079401076
1209,1209.0,6.598274969556986e-05,0.0010037188867106912,598.0304340252011,619.6533860339151,9.787112998589103,18.45279135919063,8.764146808189588,0.14471231571167442,0.0073011921651506325,0.47805442337223364,0.7110374808194396
1210,1210.0,6.435368889380329e-05,0.0009805466139974886,587.25570601066,619.1658933460297,9.852883890833777,18.516054403187685,8.758325029394715,0.144114986747389,0.007294379052952916,0.47739033755320287,0.7163775319806791
1211,1211.0,6.276484697772627e-05,0.0009579067117604301,576.6751021918134,618.4948288244028,9.918560858300012,18.57844106650254,8.752197434620838,0.1435210486352293,0.007287678335217565,0.4767367272269408,0.721712391048992
1212,1212.0,6.12152052555046e-05,0.0009357866632618401,619.9614753357802,618.1342081799046,9.984142733869248,18.639956842425057,8.745791082344741,0.1429304671385911,0.007281066417417267,0.47609272880136516,0.7270418970824267
1213,1213.0,5.9703853017697806e-05,0.0009141753644977974,608.791620661062,618.0656120675307,10.0496283456854,18.700605281916296,8.739971058856073,0.14234323310513552,0.0072745459496581615,0.4754583180780665,0.7323658746559871
1214,1214.0,5.82298141282345e-05,0.0008930607745228652,597.8230116156185,617.7988401787838,10.11501607886474,18.76039210055217,8.734591124213196,0.14175934146141203,0.0072681395097648855,0.47483410446703356,0.7376841713031796
1215,1215.0,5.679216707250238e-05,0.0008724315360192541,587.0520208521948,617.3410575010472,10.180303559175352,18.819322037903916,8.729241814632546,0.1411787791775098,0.007261851270592717,0.4742201359676104,0.7429966281297758
1216,1216.0,5.53900132058597e-05,0.0008522765511409733,576.4750869551305,616.6992344352047,10.245488674469746,18.877399857593655,8.723579256637718,0.1406015218042632,0.007255667242559913,0.47361588216579864,0.7483030844552268
1217,1217.0,5.402245348409956e-05,0.0008325846608635363,619.7650643243646,616.3673941353209,10.310570369941704,18.934631300317136,8.717630611266145,0.14002753546841054,0.0072495639595123625,0.47302049112803823,0.7536033895960546
1218,1218.0,5.26886842997512e-05,0.0008133459666723283,608.5987485147026,616.3271239479121,10.375547575005806,18.991020223959886,8.71226110978117,0.13945681115665923,0.0072435441827972,0.4724339484853892,0.7588973763095896
1219,1219.0,5.138784416946367e-05,0.0007945497341927565,597.6336145967496,616.0882307962582,10.440418790632192,19.04657256741713,8.707324602495047,0.13888934416268464,0.007237630619029603,0.4718568751612222,0.7641849023379376
1220,1220.0,5.011911985388527e-05,0.0007761858389085216,586.8660363606662,615.6578866053097,10.505181745739922,19.101293305987852,8.702411734879604,0.13832512175027,0.007231827560015063,0.47128932984911154,0.7694658182302975
1221,1221.0,4.888171829735818e-05,0.000758244387821988,576.2924535121251,615.043068601111,10.569834429643686,19.155187430587933,8.697178741532845,0.1377641197653275,0.007226121133284594,0.4707307926757975,0.7747399726575608
1222,1222.0,4.767484604668107e-05,0.0007407154333053026,619.5857218762121,614.7378069004939,10.634375896245205,19.208260875555865,8.691652879220483,0.13720630470430786,0.0072204879919074766,0.470180422574519,0.7800072248198587
1223,1223.0,4.6497794008746744e-05,0.0007235901524776571,608.4226374516409,614.7236949132478,10.698805173712973,19.260517754506296,8.686699513018377,0.13665166770441986,0.007214931000578149,0.4696382143446847,0.7852674154033755
1224,1224.0,4.534980188218452e-05,0.0007068589766652049,597.4606767211579,614.5105463413566,10.763120875155737,19.311964177966434,8.682172576856933,0.13610020443220058,0.007209472985424551,0.4691047996364932,0.7905204119928041
1225,1225.0,4.423015198088136e-05,0.0006905128812461843,586.6962145124768,614.1055395412559,10.827320829473392,19.36260530735933,8.677662817532283,0.13555190245238227,0.00720411834866785,0.46858024710969265,0.795766074258481
1226,1226.0,4.313814443166582e-05,0.0006745430481511934,576.1256915545338,613.5156580654752,10.891403124337787,19.41244631223774,8.672826569896662,0.13500673791292586,0.007198853326541119,0.46806404671327667,0.8010042599055673
1227,1227.0,4.207307896686488e-05,0.0006589406104683335,619.4219648960421,613.2349385564395,10.955366918866646,19.46149327239132,8.667691180162846,0.13446467768484602,0.007193654682817098,0.4675553675054608,0.8062348376689921
1228,1228.0,4.10343299000471e-05,0.0006436977049746898,608.2618311024756,613.2449798822332,11.019211337508148,19.509750510897426,8.663122136792582,0.1339257130660147,0.007188525378182148,0.46705421283405424,0.8114576559301038
1229,1229.0,4.0021226223580086e-05,0.0006288058028897892,597.3027678639974,613.0556021136837,11.082935101894092,19.557224263626896,8.658973451121776,0.13338984010010288,0.00718348834963127,0.46656122433910885,0.8166725917739011
1230,1230.0,3.903313457734877e-05,0.0006142568607920503,586.5411509545638,612.6739895684759,11.146536137810541,19.603919833608675,8.654835963898096,0.13285704665866868,0.007178548101847586,0.4660764799642549,0.82187951369046
1231,1231.0,3.806943732189944e-05,0.0006000430195168854,575.9734220367507,612.107131662226,11.210012628250686,19.649842525367692,8.650366102963444,0.1323273091973395,0.007173690971928348,0.4655994788074936,0.8270782881218698
1232,1232.0,3.712951642687633e-05,0.000586156376169968,619.2724391858727,611.8490711671157,11.273363834142751,19.694998521015158,8.64559129822052,0.1318005949651594,0.0071688938264206125,0.46512939935742614,0.8322687930095359
1233,1233.0,3.621281981062476e-05,0.000572589923619573,608.1149996732665,611.8814118241485,11.33658897375816,19.73939231131397,8.641377151767877,0.1312768954296481,0.00716415971515209,0.46466625292931185,0.8374508842107267
1234,1234.0,3.531875526765914e-05,0.0005593360606397668,597.1585821958888,611.7139797046046,11.399686873712989,19.78303021609884,8.637577746527874,0.13075620701454818,0.0071595116779306816,0.4642106904629467,0.8426244479870749
1235,1235.0,3.4446763855776335e-05,0.0005463876190224001,586.3995633904194,611.3539646506598,11.462655553638399,19.82591764011385,8.633784010348743,0.13023851790286364,0.007154954314491579,0.4637627985468267,0.8477893613630343
1236,1236.0,3.3596300506923234e-05,0.0005337375949089822,575.8343857711487,610.8083615105461,11.52549328886178,19.86805998373611,8.629652457317194,0.12972380486227333,0.007150474055494567,0.4633220847974813,0.8529454992354706
1237,1237.0,3.276681976599026e-05,0.0005213789452256869,619.1359082458232,610.5712188299975,11.588199438783583,19.90946349287692,8.625210595768014,0.12921203552205388,0.007146047862885719,0.4628877364839628,0.8580927484400352
1238,1238.0,3.1957834506374254e-05,0.000509305426458269,607.98092894817,610.6241446535098,11.65077331304155,19.95013278830647,8.621324132310981,0.12870320152728681,0.00714167886925666,0.46245977234492397,0.8632309721008702
1239,1239.0,3.116882206576188e-05,0.0004975102646374108,597.0269273837521,610.4769707243698,11.71321383975739,19.990074236914648,8.617847216001325,0.12819729968350885,0.007137390209727205,0.4620388519740454,0.86836006534716
1240,1240.0,3.0399289175938334e-05,0.0004859870721417234,586.2702809755468,610.1368920037323,11.775519129404076,20.029293309488477,8.61437085542432,0.12769431848864668,0.007133186572183564,0.4616250700065458,0.8734799134645798
1241,1241.0,2.9648754813232484e-05,0.00047472960792685,575.7074330146569,609.6109083727042,11.837687546689923,20.067795467282025,8.610551644652595,0.127194235025694,0.007129054474048043,0.46121794198738725,0.8785903995341668
1242,1242.0,2.891673757080809e-05,0.000463731595717607,619.0112430483141,609.3930738324931,11.899718546203028,20.10558698568683,8.606417165671944,0.12669701730521413,0.007124970965809422,0.4608166633583148,0.883691418986245
1243,1243.0,2.820280764403822e-05,0.0004529874730584708,607.8585102479286,609.4650001739656,11.96161152647681,20.14267258155243,8.602833221050153,0.12620265715679482,0.007120939256889027,0.46042125977218634,0.8887828420096354
1244,1244.0,2.7506503742648083e-05,0.0004424912037015653,596.9067147302661,609.3365245225909,12.023365513708677,20.17905863599322,8.599654020860198,0.12571115176838452,0.007116982570734535,0.4600323988724387,0.8938645723034516
1245,1245.0,2.6827390555867516e-05,0.000432237096139344,586.1522346346325,609.0148465821561,12.084978706236852,20.214750654018353,8.596470648516076,0.1252224899552701,0.007113105676957874,0.4596501827814336,0.8989365031506623
1246,1246.0,2.616504357929394e-05,0.00042221958957661565,575.5915139604376,608.5069708955582,12.146449555221084,20.249754126569208,8.592939772271853,0.12473664911800489,0.007109295173412796,0.45927413442056103,0.903998525554588
1247,1247.0,2.55190379291778e-05,0.00041243309150305315,618.8974127010637,608.3069566382133,12.207777607197102,20.284075328032923,8.589089043439495,0.12425359764845009,0.007105528192760602,0.4589034568362977,0.9090505432506644
1248,1248.0,2.48889943868761e-05,0.000402872646823841,607.7467312611429,608.3964187989127,12.26896234710067,20.31771904084738,8.585784352515592,0.12377332756676705,0.0071018080157331165,0.4585381821194374,0.91409243329444
1249,1249.0,2.4274505823080776e-05,0.0003935328770960196,596.7969501703839,608.285199632983,12.330002895816223,20.350691631244093,8.582879965788335,0.12329583644292931,0.007098157947604543,0.4581789853983626,0.9191241076664008
1250,1250.0,2.367518807459135e-05,0.0003844087115270486,586.0444482203261,607.9805032376992,12.39089753659037,20.38299861015362,8.579967036017113,0.12282111341108011,0.0070945828337317515,0.45782597575934375,0.924145467389826
1251,1251.0,2.3090666515344985e-05,0.00037549519587705844,575.4856700560094,607.4893384733881,12.451644804122136,20.4146454704757,8.576702300257727,0.1223491361906539,0.0070910693465069275,0.4574786829840865,0.9291564111349883
1252,1252.0,2.252056614361706e-05,0.0003667873472923599,618.7934759216436,607.3057694440754,12.51224433369392,20.445638458611924,8.573113475261163,0.12187987355387397,0.007087594694848925,0.45713631719335523,0.934156850660886
1253,1253.0,2.1964552382345856e-05,0.00035828075225833006,607.6446676724734,607.4114137931093,12.57269569412211,20.475982395251208,8.570066531901968,0.12141331771675291,0.007084162225669256,0.4567989164706612,0.9391466696940846
1254,1254.0,2.1422265899405893e-05,0.00034997061881517343,596.696726050416,607.316118689892,12.632998097626652,20.50568360603619,8.56741578816883,0.12094946662999262,0.007080795320017789,0.4564671629015287,0.9441257882151544
1255,1255.0,2.0893367669431045e-05,0.00034185242959446164,585.9460304404851,607.0270923014167,12.69314990942126,20.53474758273751,8.564752461079825,0.12048830974723602,0.007077498893430629,0.4561411720471239,0.9490941147359324
