,t,G,Gp,Gt,Il,Ip,I1,Id,Qsto1,Qsto2,Qgut,X,SRsH,H,XH,Isc1,Isc2,Hsc1,Hsc2,D_1,t_1,D_2,t_2,D_3,t_3,pump_iob_0,pump_elapsed_0,pump_iob_1,pump_elapsed_1,pump_iob_2,pump_elapsed_2,pump_iob_3,pump_elapsed_3,pump_iob
0,0.0,140.0,208.6,153.91139240506328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,93.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,60000.0,240.0,60000.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,139.97760545764422,208.56663213188986,153.8312565658571,0.0,0.0,0.0,0.0,14252.466099202034,207.54945403885583,0.4025904932843651,0.0,9.230508234868449,90.56107388139465,5.001740522209651e-05,0.0,0.0,0.0,0.0,30000.0,0.0,60000.0,240.0,60000.0,660.0,3.2799999713897705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2799999713897705
2,2.0,139.9543000048755,208.53190700726452,153.75392316429722,0.12265351119033917,0.3825099747409382,0.034662711488065615,0.034662711488065615,27611.307848185683,1279.7867265011046,29.46318641205695,0.4294409644002471,10.33512598033414,86.89875244955701,4.350306344515992e-05,286.75421219979665,4.702769080076986,0.0,0.0,30000.0,0.0,60000.0,240.0,60000.0,660.0,3.2799999713897705,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2799999713897705
3,3.0,139.9381180349356,208.50779587205403,153.67329697220728,0.3650591696913984,0.6296600526941862,0.11859087510377331,0.11859087510377331,26867.821219484864,2466.0936838559146,114.65131201323847,1.42875375351437,11.564703149740001,85.02606720797904,3.7588135099133994e-05,281.5824910418241,9.235905554106067,0.0,0.0,30000.0,0.0,60000.0,240.0,60000.0,660.0,3.2799999713897705,120.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2799999713897705
4,4.0,139.9371896966144,208.50641264795547,153.58603561864558,0.6451538773664287,0.8380204195303776,0.2387785290602058,0.2387785290602058,25656.60711600785,3548.091906725849,249.6492185363592,2.797920212476338,12.359285468086009,84.33189983495127,3.247058106700965e-05,276.5040441396584,13.60399813986633,0.0,0.0,30000.0,0.0,60000.0,240.0,60000.0,660.0,3.2799999713897705,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2799999713897705
5,5.0,139.95799976623056,208.53741965168354,153.49103657797804,0.9380575013133904,1.0346172651487213,0.39129853901922584,0.39129853901922584,24491.062138324924,4527.345709033432,428.4012396131978,4.46230623682092,12.858181420295512,84.31834617047848,2.8093682060755023e-05,271.51718945051556,17.81152526087066,0.0,0.0,30000.0,0.0,60000.0,240.0,60000.0,660.0,3.2799999713897705,240.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2799999713897705
6,6.0,140.0055942388748,208.60833541592348,153.38837207349084,1.2354255664800335,1.2266738379639304,0.5747295632223267,0.5747295632223267,23378.3039645118,5410.96659568217,645.2624783667148,6.383413013812627,13.171506640664917,84.67438326859927,2.4373760143547345e-05,266.6202752348817,21.862857550384142,0.0,0.0,30000.0,0.0,60000.0,240.0,60000.0,660.0,3.2799999713897705,300.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2799999713897705
7,7.0,140.08378553947875,208.72484045382333,153.27885452599995,1.533815880069136,1.4158110601046583,0.7882917443005482,0.7882917443005482,22316.101737052326,6205.778868132168,894.997574695004,8.533515570426779,13.37027495562348,85.21286072125733,2.122880359701643e-05,261.8116795298371,25.762260236554216,0.0,0.0,30000.0,0.0,60000.0,240.0,60000.0,660.0,3.2799999713897705,360.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2799999713897705
8,8.0,140.19532983772095,208.8910414582042,153.16380300999145,1.8313311685961278,1.602114314268136,1.0313235898514197,1.0313235898514197,21302.16148795935,6918.240910021846,1172.7457169691613,10.888489889739729,13.49836121232895,85.82456748948383,1.858471415489924e-05,257.089809587172,29.513895584213795,0.0,0.0,30000.0,0.0,60000.0,240.0,60000.0,660.0,3.2799999713897705,420.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2799999713897705
9,9.0,140.34207774098743,209.1096958340713,153.0448857390029,2.126643512486229,1.785287633819304,1.303142973672364,1.303142973672364,20334.290495434005,7554.476110565078,1473.984619227089,13.42584563434677,13.58251822471917,86.44747515812372,1.637647464445056e-05,252.4531013469985,33.121825185964624,0.0,0.0,30000.0,0.0,60000.0,240.0,60000.0,660.0,3.2799999713897705,480.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2799999713897705
